,title,conference,year,authors,abstract,pdf_path,pdf_url,code_url,relevant,tran_flag
80,Poly Kernel Inception Network for Remote Sensing Detection,CVPR,2024,"Xinhao Cai, Qiuxia Lai, Yuwei Wang, Wenguan Wang, Zeren Sun, Yazhou Yao",Object detection in remote sensing images (RSIs) often suffers from several increasing challenges including the large variation in object scales and the diverse-ranging context. Prior methods tried to address these challenges by expanding the spatial receptive field of the backbone either through large-kernel convolution or dilated convolution. However the former typically introduces considerable background noise while the latter risks generating overly sparse feature representations. In this paper we introduce the Poly Kernel Inception Network (PKINet) to handle the above challenges. PKINet employs multi-scale convolution kernels without dilation to extract object features of varying scales and capture local context. In addition a Context Anchor Attention (CAA) module is introduced in parallel to capture long-range contextual information. These two components work jointly to advance the performance of PKINet on four challenging remote sensing object detection benchmarks namely DOTA-v1.0 DOTA-v1.5 HRSC2016 and DIOR-R.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Cai_Poly_Kernel_Inception_Network_for_Remote_Sensing_Detection_CVPR_2024_paper.pdf,,2,本文介绍了一种用于远程感知图像中目标检测的Poly Kernel Inception网络（PKINet）。PKINet利用多尺度卷积核提取各种尺度的目标特征，并捕获局部上下文。此外，还引入了上下文锚点注意力（CAA）模块，以捕获远距离的上下文信息。这两个组件共同推动了PKINet在四个具有挑战性的远程感知目标检测基准上的性能，即 DOTA-v1.0，DOTA-v1.5，HRSC2016 和 DIOR-R。
81,Universal Novelty Detection Through Adaptive Contrastive Learning,CVPR,2024,"Hossein Mirzaei, Mojtaba Nafez, Mohammad Jafari, Mohammad Bagher Soltani, Mohammad Azizmalayeri, Jafar Habibi, Mohammad Sabokrou, Mohammad Hossein Rohban",Novelty detection is a critical task for deploying machine learning models in the open world. A crucial property of novelty detection methods is universality which can be interpreted as generalization across various distributions of training or test data. More precisely for novelty detection distribution shifts may occur in the training set or the test set. Shifts in the training set refer to cases where we train a novelty detector on a new dataset and expect strong transferability. Conversely distribution shifts in the test set indicate the methods' performance when the trained model encounters a shifted test sample. We experimentally show that existing methods falter in maintaining universality which stems from their rigid inductive biases. Motivated by this we aim for more generalized techniques that have more adaptable inductive biases. In this context we leverage the fact that contrastive learning provides an efficient framework to easily switch and adapt to new inductive biases through the proper choice of augmentations in forming the negative pairs. We propose a novel probabilistic auto-negative pair generation method AutoAugOOD along with contrastive learning to yield a universal novelty detector method. Our experiments demonstrate the superiority of our method under different distribution shifts in various image benchmark datasets. Notably our method emerges universality in the lens of adaptability to different setups of novelty detection including one-class unlabeled multi-class and labeled multi-class settings.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Mirzaei_Universal_Novelty_Detection_Through_Adaptive_Contrastive_Learning_CVPR_2024_paper.pdf,,1,检测新奇性是在开放世界中部署机器学习模型的关键任务。新奇性检测方法的一个关键属性是普适性，可以解释为在训练或测试数据的各种分布之间的泛化能力。在新奇性检测中，分布转移可能发生在训练集或测试集中。训练集中的转移是指在新数据集上训练新奇性检测器，并期望强大的可迁移性。相反，测试集中的分布转移指的是当训练模型遇到转移的测试样本时方法的性能。我们通过实验证明，现有方法在保持普适性方面存在问题，这源于它们刚性的归纳偏见。受此启发，我们致力于更广义的技术，具有更可适应的归纳偏见。在这种情况下，我们利用对比学习为了通过恰当选择增强来形成负对而轻松地切换和
82,Prompt3D: Random Prompt Assisted Weakly-Supervised 3D Object Detection,CVPR,2024,"Xiaohong Zhang, Huisheng Ye, Jingwen Li, Qinyu Tang, Yuanqi Li, Yanwen Guo, Jie Guo",The prohibitive cost of annotations for fully supervised 3D indoor object detection limits its practicality. In this work we propose Random Prompt Assisted Weakly-supervised 3D Object Detection termed as Prompt3D a weakly-supervised approach that leverages position-level labels to overcome this challenge. Explicitly our method focuses on enhancing labeling using synthetic scenes crafted from 3D shapes generated via random prompts. First a Synthetic Scene Generation (SSG) module is introduced to assemble synthetic scenes with a curated collection of 3D shapes created via random prompts for each category. These scenes are enriched with automatically generated point-level annotations providing a robust supervisory framework for training the detection algorithm. To enhance the transfer of knowledge from virtual to real datasets we then introduce a Prototypical Proposal Feature Alignment (PPFA) module. This module effectively alleviates the domain gap by directly minimizing the distance between feature prototypes of the same class proposals across two domains. Compared with sota BR our method improves by 5.4% and 8.7% on mAP with VoteNet and GroupFree3D serving as detectors respectively demonstrating the effectiveness of our proposed method. Code is available at: https://github.com/huishengye/prompt3d.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Prompt3D_Random_Prompt_Assisted_Weakly-Supervised_3D_Object_Detection_CVPR_2024_paper.pdf,https://github.com/huishengye/prompt3d,2,本研究提出了一种名为Prompt3D的弱监督方法，利用位置级标签来增强标注，从而克服全监督3D室内物体检测注释成本高昂且不切实际的限制。通过使用从随机提示生成的3D形状创建的合成场景，我们的方法专注于提高标注质量。我们引入了一个合成场景生成（SSG）模块，用于组装包含每个类别利用随机提示生成的3D形状的合成场景。这些场景丰富了自动生成的点级标注，为训练检测算法提供了强大的监督框架。为了增强从虚拟到真实数据集的知识转移，我们引入了一个原型提议特征对齐（PPFA）模块。与sota BR相比，我们的方法在mAP上分别通过VoteNet和GroupFree3D作为检测器改善了5.4%和8.7%，展示了我们提出的方法的有效性。
83,Weakly Misalignment-free Adaptive Feature Alignment for UAVs-based Multimodal Object Detection,CVPR,2024,"Chen Chen, Jiahao Qi, Xingyue Liu, Kangcheng Bin, Ruigang Fu, Xikun Hu, Ping Zhong",Visible-infrared (RGB-IR) image fusion has shown great potentials in object detection based on unmanned aerial vehicles (UAVs). However the weakly misalignment problem between multimodal image pairs limits its performance in object detection. Most existing methods often ignore the modality gap and emphasize a strict alignment resulting in an upper bound of alignment quality and an increase of implementation costs. To address these challenges we propose a novel method named Offset-guided Adaptive Feature Alignment (OAFA) which could adaptively adjust the relative positions between multimodal features. Considering the impact of modality gap on the cross-modality spatial matching a Cross-modality Spatial Offset Modeling (CSOM) module is designed to establish a common subspace to estimate the precise feature-level offsets. Then an Offset-guided Deformable Alignment and Fusion (ODAF) module is utilized to implicitly capture optimal fusion positions for detection task rather than conducting a strict alignment. Comprehensive experiments demonstrate that our method not only achieves state-of-the-art performance in the UAVs-based object detection task but also shows strong robustness to the weakly misalignment problem.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Weakly_Misalignment-free_Adaptive_Feature_Alignment_for_UAVs-based_Multimodal_Object_Detection_CVPR_2024_paper.pdf,,1,可见-红外（RGB-IR）图像融合在基于无人机（UAVs）的对象检测中表现出巨大潜力。然而，多模态图像对之间存在的微弱不对齐问题限制了其在对象检测中的性能。大多数现有方法通常忽略模态差距，并强调严格对齐，导致对齐质量的上限和实施成本的增加。为了应对这些挑战，我们提出了一种名为偏移引导自适应特征对齐（OAFA）的新方法，该方法可以自适应地调整多模态特征之间的相对位置。考虑到模态差距对跨模态空间匹配的影响，设计了一个跨模态空间偏移建模（CSOM）模块，用于建立一个共同子空间以估计精确的特征级偏移。然后，利用偏移引导的可变对齐和融合（ODAF）模
84,Disentangled Pre-training for Human-Object Interaction Detection,CVPR,2024,"Zhuolong Li, Xingao Li, Changxing Ding, Xiangmin Xu",Detecting human-object interaction (HOI) has long been limited by the amount of supervised data available. Recent approaches address this issue by pre-training according to pseudo-labels which align object regions with HOI triplets parsed from image captions. However pseudo-labeling is tricky and noisy making HOI pre-training a complex process. Therefore we propose an efficient disentangled pre-training method for HOI detection (DP-HOI) to address this problem. First DP-HOI utilizes object detection and action recognition datasets to pre-train the detection and interaction decoder layers respectively. Then we arrange these decoder layers so that the pre-training architecture is consistent with the downstream HOI detection task. This facilitates efficient knowledge transfer. Specifically the detection decoder identifies reliable human instances in each action recognition dataset image generates one corresponding query and feeds it into the interaction decoder for verb classification. Next we combine the human instance verb predictions in the same image and impose image-level supervision. The DP-HOI structure can be easily adapted to the HOI detection task enabling effective model parameter initialization. Therefore it significantly enhances the performance of existing HOI detection models on a broad range of rare categories. The code and pre-trained weight are available at https://github.com/xingaoli/DP-HOI.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Disentangled_Pre-training_for_Human-Object_Interaction_Detection_CVPR_2024_paper.pdf,https://github.com/xingaoli/DP-HOI,2,检测人-物体交互（HOI）长期以来受制于有监督数据的数量限制。 最近的方法通过根据从图像标题中解析的HOI三元组对齐对象区域的伪标签来解决这一问题。 然而，伪标签是棘手且嘈杂的，使得HOI预训练成为一个复杂的过程。 因此，我们提出了一种高效的解耦预训练方法，用于HOI检测（DP-HOI）来解决这个问题。 首先，DP-HOI利用对象检测和动作识别数据集来分别预训练检测和交互解码器层。 然后，我们排列这些解码器层，使得预训练架构与下游的HOI检测任务一致。 这有助于有效的知识传输。 具体来说，检测解码器在每个动作识别数据集图像中识别可靠的人类实例，生成一个相应的查询并将
85,Unbiased Faster R-CNN for Single-source Domain Generalized Object Detection,CVPR,2024,"Yajing Liu, Shijun Zhou, Xiyao Liu, Chunhui Hao, Baojie Fan, Jiandong Tian",Single-source domain generalization (SDG) for object detection is a challenging yet essential task as the distribution bias of the unseen domain degrades the algorithm performance significantly. However existing methods attempt to extract domain-invariant features neglecting that the biased data leads the network to learn biased features that are non-causal and poorly generalizable. To this end we propose an Unbiased Faster R-CNN (UFR) for generalizable feature learning. Specifically we formulate SDG in object detection from a causal perspective and construct a Structural Causal Model (SCM) to analyze the data bias and feature bias in the task which are caused by scene confounders and object attribute confounders. Based on the SCM we design a Global-Local Transformation module for data augmentation which effectively simulates domain diversity and mitigates the data bias. Additionally we introduce a Causal Attention Learning module that incorporates a designed attention invariance loss to learn image-level features that are robust to scene confounders. Moreover we develop a Causal Prototype Learning module with an explicit instance constraint and an implicit prototype constraint which further alleviates the negative impact of object attribute confounders. Experimental results on five scenes demonstrate the prominent generalization ability of our method with an improvement of 3.9% mAP on the Night-Clear scene.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Unbiased_Faster_R-CNN_for_Single-source_Domain_Generalized_Object_Detection_CVPR_2024_paper.pdf,,1,单源领域泛化（SDG）对目标检测来说是一项具有挑战性但又必不可少的任务，因为未知领域的分布偏差会显著降低算法性能。然而，现有方法试图提取领域不变特征，忽视了有偏数据导致网络学习有偏特征的问题，这些特征是非因果的且普适性差。因此，我们提出了一种用于泛化特征学习的无偏Faster R-CNN（UFR）。具体来说，我们从因果角度制定了目标检测中的SDG，并构建了一个结构因果模型（SCM）来分析由场景混淆因素和物体属性混淆因素导致的数据偏差和特征偏差。基于SCM，我们设计了一个全局-局部变换模块用于数据增强，有效模拟领域多样性并减轻数据偏差。此外，我们还引
86,Visual Programming for Zero-shot Open-Vocabulary 3D Visual Grounding,CVPR,2024,"Zhihao Yuan, Jinke Ren, Chun-Mei Feng, Hengshuang Zhao, Shuguang Cui, Zhen Li",3D Visual Grounding (3DVG) aims at localizing 3D object based on textual descriptions. Conventional supervised methods for 3DVG often necessitate extensive annotations and a predefined vocabulary which can be restrictive. To address this issue we propose a novel visual programming approach for zero-shot open-vocabulary 3DVG leveraging the capabilities of large language models (LLMs). Our approach begins with a unique dialog-based method engaging with LLMs to establish a foundational understanding of zero-shot 3DVG. Building on this we design a visual program that consists of three types of modules i.e. view-independent view-dependent and functional modules. Furthermore we develop an innovative language-object correlation module to extend the scope of existing 3D object detectors into open-vocabulary scenarios. Extensive experiments demonstrate that our zero-shot approach can outperform some supervised baselines marking a significant stride towards effective 3DVG. Code is available at https://curryyuan.github.io/ZSVG3D.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Yuan_Visual_Programming_for_Zero-shot_Open-Vocabulary_3D_Visual_Grounding_CVPR_2024_paper.pdf,,2,3D 视觉定位（3DVG）旨在基于文本描述定位 3D 物体。传统的监督式 3DVG 方法通常需要大量注释和预定义词汇，这可能具有限制性。为了解决这个问题，我们提出了一种新颖的视觉编程方法，用于零样本开放词汇 3DVG，利用了大型语言模型（LLMs）的能力。我们的方法始于一种独特的对话式方法，与LLMs 互动，建立零样本 3DVG 的基础理解。在此基础上，我们设计了一个视觉程序，包括三种类型的模块，即独立于视角的、依赖于视角的和功能型模块。此外，我们开发了一种创新的语言-对象相关模块，将现有 3D 物体检测器的范围扩展到开放词汇的场景。大量实验证明，我们的零样本方法可以胜过一些监督式基线，标
87,The Devil is in the Fine-Grained Details: Evaluating Open-Vocabulary Object Detectors for Fine-Grained Understanding,CVPR,2024,"Lorenzo Bianchi, Fabio Carrara, Nicola Messina, Claudio Gennaro, Fabrizio Falchi",Recent advancements in large vision-language models enabled visual object detection in open-vocabulary scenarios where object classes are defined in free-text formats during inference. In this paper we aim to probe the state-of-the-art methods for open-vocabulary object detection to determine to what extent they understand fine-grained properties of objects and their parts. To this end we introduce an evaluation protocol based on dynamic vocabulary generation to test whether models detect discern and assign the correct fine-grained description to objects in the presence of hard-negative classes. We contribute with a benchmark suite of increasing difficulty and probing different properties like color pattern and material. We further enhance our investigation by evaluating several state-of-the-art open-vocabulary object detectors using the proposed protocol and find that most existing solutions which shine in standard open-vocabulary benchmarks struggle to accurately capture and distinguish finer object details. We conclude the paper by highlighting the limitations of current methodologies and exploring promising research directions to overcome the discovered drawbacks. Data and code are available at https://lorebianchi98.github.io/FG-OVD .,,https://openaccess.thecvf.com/content/CVPR2024/papers/Bianchi_The_Devil_is_in_the_Fine-Grained_Details_Evaluating_Open-Vocabulary_Object_CVPR_2024_paper.pdf,,2,本文讨论了大型视觉-语言模型在开放词汇场景下实现视觉对象检测的最新进展，其中对象类别在推理过程中以自由文本格式定义。研究旨在探究开放词汇对象检测的最新方法，以确定其在多大程度上理解对象及其部分的细粒度属性。通过引入基于动态词汇生成的评估协议，测试模型在存在难识别类别的情况下是否能正确检测、识别并分配对象的正确细粒度描述。作者提出了一系列不断增加难度并探索不同属性（如颜色、图案和材料）的基准套件。通过使用提出的协议评估几种最先进的开放词汇对象检测器，发现大多数现有解决方案在标准开放词汇基准测试中表现出色，但难以准确捕捉和区分更细节的对象细节。文章总
88,Edge-Aware 3D Instance Segmentation Network with Intelligent Semantic Prior,CVPR,2024,"Wonseok Roh, Hwanhee Jung, Giljoo Nam, Jinseop Yeom, Hyunje Park, Sang Ho Yoon, Sangpil Kim",While recent 3D instance segmentation approaches show promising results based on transformer architectures they often fail to correctly identify instances with similar appearances. They also ambiguously determine edges leading to multiple misclassifications of adjacent edge points. In this work we introduce a novel framework called EASE to overcome these challenges and improve the perception of complex 3D instances. We first propose a semantic guidance network to leverage rich semantic knowledge from a language model as intelligent priors enhancing the functional understanding of real-world instances beyond relying solely on geometrical information. We explicitly instruct the basic instance queries using text embeddings of each instance to learn deep semantic details. Further we utilize the edge prediction module encouraging the segmentation network to be edge-aware. We extract voxel-wise edge maps from point features and use them as auxiliary information for learning edge cues. In our extensive experiments on large-scale benchmarks ScanNetV2 ScanNet200 S3DIS and STPLS3D our EASE outperforms existing state-of-the-art models demonstrating its superior performance.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Roh_Edge-Aware_3D_Instance_Segmentation_Network_with_Intelligent_Semantic_Prior_CVPR_2024_paper.pdf,,2,最近的3D实例分割方法基于变压器架构取得了有希望的结果，但它们经常无法正确识别外观相似的实例。它们也有模糊地确定边缘，导致多个相邻边缘点的错误分类。在这项工作中，我们引入了一种名为EASE的新型框架，以克服这些挑战，提高对复杂3D实例的感知能力。我们首先提出了一个语义引导网络，利用语言模型中的丰富语义知识作为智能先验，增强对真实世界实例的功能理解，不再仅依赖几何信息。我们明确指导基本实例查询，使用每个实例的文本嵌入来学习深层语义细节。此外，我们利用边缘预测模块鼓励分割网络具有边缘意识。我们从点特征中提取逐体素边缘图，并将其用作
89,COCONut: Modernizing COCO Segmentation,CVPR,2024,"Xueqing Deng, Qihang Yu, Peng Wang, Xiaohui Shen, Liang-Chieh Chen",In recent decades the vision community has witnessed remarkable progress in visual recognition partially owing to advancements in dataset benchmarks. Notably the established COCO benchmark has propelled the development of modern detection and segmentation systems. However the COCO segmentation benchmark has seen comparatively slow improvement over the last decade. Originally equipped with coarse polygon annotations for thing instances it gradually incorporated coarse superpixel annotations for stuff regions which were subsequently heuristically amalgamated to yield panoptic segmentation annotations. These annotations executed by different groups of raters have resulted not only in coarse segmentation masks but also in inconsistencies between segmentation types. In this study we undertake a comprehensive reevaluation of the COCO segmentation annotations. By enhancing the annotation quality and expanding the dataset to encompass 383K images with more than 5.18M panoptic masks we introduce COCONut the COCO Next Universal segmenTation dataset. COCONut harmonizes segmentation annotations across semantic instance and panoptic segmentation with meticulously crafted high-quality masks and establishes a robust benchmark for all segmentation tasks. To our knowledge COCONut stands as the inaugural large-scale universal segmentation dataset verified by human raters. We anticipate that the release of COCONut will significantly contribute to the community's ability to assess the progress of novel neural networks.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Deng_COCONut_Modernizing_COCO_Segmentation_CVPR_2024_paper.pdf,,1,最近几十年来，视觉社区在视觉识别方面取得了显著进展，部分归功于数据集基准的发展。著名的COCO基准推动了现代检测和分割系统的发展。然而，COCO分割基准在过去十年里进展相对较慢。最初，它为物体实例提供了粗略的多边形注释，逐渐融入了粗略的超像素注释用于区域，随后又启发性地合并为panoptic分割注释。本研究对COCO分割注释进行了全面重新评估。通过提高注释质量，扩大数据集范围至383K张图像，并增加超过5.18M个panoptic掩模，我们引入了COCONut，即COCO下一代通用分割数据集。COCONut通过精心制作高质量掩模，在语义实例和panoptic分割之间实现分割注释的协
90,Traffic Scene Parsing through the TSP6K Dataset,CVPR,2024,"Peng-Tao Jiang, Yuqi Yang, Yang Cao, Qibin Hou, Ming-Ming Cheng, Chunhua Shen",Traffic scene perception in computer vision is a critically important task to achieve intelligent cities. To date most existing datasets focus on autonomous driving scenes. We observe that the models trained on those driving datasets often yield unsatisfactory results on traffic monitoring scenes. However little effort has been put into improving the traffic monitoring scene understanding mainly due to the lack of specific datasets. To fill this gap we introduce a specialized traffic monitoring dataset termed TSP6K containing images from the traffic monitoring scenario with high-quality pixel-level and instance-level annotations. The TSP6K dataset captures more crowded traffic scenes with several times more traffic participants than the existing driving scenes. We perform a detailed analysis of the dataset and comprehensively evaluate previous popular scene parsing methods instance segmentation methods and unsupervised domain adaption methods. Furthermore considering the vast difference in instance sizes we propose a detail refining decoder for scene parsing which recovers the details of different semantic regions in traffic scenes owing to the proposed TSP6K dataset. Experiments show its effectiveness in parsing the traffic monitoring scenes. Code and dataset are available at https://github.com/PengtaoJiang/TSP6K.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Jiang_Traffic_Scene_Parsing_through_the_TSP6K_Dataset_CVPR_2024_paper.pdf,https://github.com/PengtaoJiang/TSP6K,2,交通场景在计算机视觉中是一个至关重要的任务，以实现智能城市。大多数现有数据集侧重于自动驾驶场景。然而，我们观察到，那些在驾驶数据集上训练的模型在交通监控场景上经常产生不理想的结果。然而，由于缺乏特定数据集，对改进交通监控场景理解的工作很少。为了填补这一空白，我们引入了一个名为 TSP6K 的专门交通监控数据集，其中包含来自交通监控场景的图像，并具有高质量的像素级和实例级注释。TSP6K 数据集捕获了比现有驾驶场景更拥挤的交通场景，交通参与者数量是现有场景的几倍。我们对数据集进行了详细分析，并全面评估了以往流行的场景解析方法、实例分割方法和无监督域自适应方法。此外，考虑到
91,LASA: Instance Reconstruction from Real Scans using A Large-scale Aligned Shape Annotation Dataset,CVPR,2024,"Haolin Liu, Chongjie Ye, Yinyu Nie, Yingfan He, Xiaoguang Han",Instance shape reconstruction from a 3D scene involves recovering the full geometries of multiple objects at the semantic instance level. Many methods leverage data-driven learning due to the intricacies of scene complexity and significant indoor occlusions. Training these methods often requires a large-scale high-quality dataset with aligned and paired shape annotations with real-world scans. Existing datasets are either synthetic or misaligned restricting the performance of data-driven methods on real data. To this end we introduce LASA a Large-scale Aligned Shape Annotation Dataset comprising 10412 high-quality CAD annotations aligned with 920 real-world scene scans from ArkitScenes created manually by professional artists. On this top we propose a novel Diffusion-based Cross-Modal Shape Reconstruction (DisCo) method. It is empowered by a hybrid feature aggregation design to fuse multi-modal inputs and recover high-fidelity object geometries. Besides we present an Occupancy-Guided 3D Object Detection (OccGOD) method and demonstrate that our shape annotations provide scene occupancy clues that can further improve 3D object detection. Supported by LASA extensive experiments show that our methods achieve state-of-the-art performance in both instance-level scene reconstruction and 3D object detection tasks.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_LASA_Instance_Reconstruction_from_Real_Scans_using_A_Large-scale_Aligned_CVPR_2024_paper.pdf,,1,实例形状重建涉及在语义实例级别上恢复多个对象的完整几何形状。许多方法利用数据驱动学习，由于场景复杂性和显著的室内遮挡。训练这些方法通常需要一个大规模高质量的数据集，其中包含与真实世界扫描对齐和配对的形状注释。现有数据集要么是合成的，要么是不对齐的，从而限制了数据驱动方法在真实数据上的性能。为此，我们引入了一个大规模对齐形状注释数据集LASA，包括10412个高质量CAD注释，与通过专业艺术家手动创建的920个ArkitScenes真实场景扫描对齐。在这一基础上，我们提出了一种新颖的基于扩散的跨模态形状重建（DisCo）方法。它借助混合特征聚合设计来融合多模态输入并恢复
92,FISBe: A Real-World Benchmark Dataset for Instance Segmentation of Long-Range Thin Filamentous Structures,CVPR,2024,"Lisa Mais, Peter Hirsch, Claire Managan, Ramya Kandarpa, Josef Lorenz Rumberger, Annika Reinke, Lena Maier-Hein, Gudrun Ihrke, Dagmar Kainmueller",Instance segmentation of neurons in volumetric light microscopy images of nervous systems enables groundbreaking research in neuroscience by facilitating joint functional and morphological analyses of neural circuits at cellular resolution. Yet said multi-neuron light microscopy data exhibits extremely challenging properties for the task of instance segmentation: Individual neurons have long-ranging thin filamentous and widely branching morphologies multiple neurons are tightly inter-weaved and partial volume effects uneven illumination and noise inherent to light microscopy severely impede local disentangling as well as long-range tracing of individual neurons. These properties reflect a current key challenge in machine learning research namely to effectively capture long-range dependencies in the data. While respective methodological research is buzzing to date methods are typically benchmarked on synthetic datasets. To address this gap we release the FlyLight Instance Segmentation Benchmark (FISBe) dataset the first publicly available multi-neuron light microscopy dataset with pixel-wise annotations. In addition we define a set of instance segmentation metrics for benchmarking that we designed to be meaningful with regard to downstream analyses. Lastly we provide three baselines to kick off a competition that we envision to both advance the field of machine learning regarding methodology for capturing long-range data dependencies and facilitate scientific discovery in basic neuroscience.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Mais_FISBe_A_Real-World_Benchmark_Dataset_for_Instance_Segmentation_of_Long-Range_CVPR_2024_paper.pdf,,1,神经系统体积光学显微图像中的神经元实例分割促进了神经科学中的创新研究，通过在细胞分辨率下促进神经回路的功能和形态分析。然而，多神经元光学显微数据对实例分割任务具有极具挑战性的特性：单个神经元具有长程细长丝状和广泛分支的形态，多个神经元紧密交织，局部体积效应不均匀的照明和光学显微固有的噪声严重阻碍了单个神经元的局部解缠和长程追踪。这些特性反映了当前机器学习研究中的一个关键挑战，即有效捕获数据中的长程依赖关系。虽然目前方法论研究颇受关注，但通常是在合成数据集上进行基准测试。为了填补这一空
93,MaskClustering: View Consensus based Mask Graph Clustering for Open-Vocabulary 3D Instance Segmentation,CVPR,2024,"Mi Yan, Jiazhao Zhang, Yan Zhu, He Wang",Open-vocabulary 3D instance segmentation is cutting-edge for its ability to segment 3D instances without predefined categories. However progress in 3D lags behind its 2D counterpart due to limited annotated 3D data. To address this recent works first generate 2D open-vocabulary masks through 2D models and then merge them into 3D instances based on metrics calculated between two neighboring frames. In contrast to these local metrics we propose a novel metric view consensus rate to enhance the utilization of multi-view observations. The key insight is that two 2D masks should be deemed part of the same 3D instance if a significant number of other 2D masks from different views contain both these two masks. Using this metric as edge weight we construct a global mask graph where each mask is a node. Through iterative clustering of masks showing high view consensus we generate a series of clusters each representing a distinct 3D instance. Notably our model is training-free. Through extensive experiments on publicly available datasets including ScanNet++ ScanNet200 and MatterPort3D we demonstrate that our method achieves state-of-the-art performance in open-vocabulary 3D instance segmentation. Our project page is at \href https://pku-epic.github.io/MaskClustering/  https://pku-epic.github.io/MaskClustering .,,https://openaccess.thecvf.com/content/CVPR2024/papers/Yan_MaskClustering_View_Consensus_based_Mask_Graph_Clustering_for_Open-Vocabulary_3D_CVPR_2024_paper.pdf,,2,为了解决3D实例分割中的数据限制问题，最近的研究首先通过2D模型生成2D开放词汇掩码，然后基于两个相邻帧之间计算的指标将它们合并为3D实例。与这些局部指标相对，他们提出了一种新颖的度量视图一致率，以增强多视角观察的利用。通过迭代聚类显示高视图一致性的掩码，产生一系列代表不同3D实例的聚类。值得注意的是，他们的模型是无需训练的。通过在公开数据集上进行大量实验，包括ScanNet++、ScanNet200和MatterPort3D，展示了他们的方法在开放词汇3D实例分割中实现了最先进性能。
94,DetCLIPv3: Towards Versatile Generative Open-vocabulary Object Detection,CVPR,2024,"Lewei Yao, Renjie Pi, Jianhua Han, Xiaodan Liang, Hang Xu, Wei Zhang, Zhenguo Li, Dan Xu",Existing open-vocabulary object detectors typically require a predefined set of categories from users significantly confining their application scenarios. In this paper we introduce DetCLIPv3 a high-performing detector that excels not only at both open-vocabulary object detection but also generating hierarchical labels for detected objects. DetCLIPv3 is characterized by three core designs: 1. Versatile model architecture: we derive a robust open-set detection framework which is further empowered with generation ability via the integration of a caption head. 2. High information density data: we develop an auto-annotation pipeline leveraging visual large language model to refine captions for large-scale image-text pairs providing rich multi-granular object labels to enhance the training. 3. Efficient training strategy: we employ a pre-training stage with low-resolution inputs that enables the object captioner to efficiently learn a broad spectrum of visual concepts from extensive image-text paired data. This is followed by a fine-tuning stage that leverages a small number of high-resolution samples to further enhance detection performance. With these effective designs DetCLIPv3 demonstrates superior open-vocabulary detection performance e.g. our Swin-T backbone model achieves a notable 47.0 zero-shot fixed AP on the LVIS minival benchmark outperforming GLIPv2 GroundingDINO and DetCLIPv2 by 18.0/19.6/6.6 AP respectively. DetCLIPv3 also achieves a state-of-the-art 19.7 AP in dense captioning task on VG dataset showcasing its strong generative capability.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Yao_DetCLIPv3_Towards_Versatile_Generative_Open-vocabulary_Object_Detection_CVPR_2024_paper.pdf,,1,本文介绍了DetCLIPv3，一个表现出色的检测器，不仅在开放词汇对象检测方面表现出色，还能为检测到的对象生成分层标签。DetCLIPv3的特点包括三个核心设计：1. 多功能模型架构：我们提出了一个强大的开放集检测框架，通过整合字幕头部使其具有生成能力。2. 高信息密度数据：我们开发了一个自动注释流水线，利用视觉大语言模型为大规模图像文本对精细化字幕，提供丰富的多粒度对象标签以增强训练。3. 高效训练策略：我们采用低分辨率输入的预训练阶段，使对象字幕生成器能够有效地从大量图像文本配对数据中学习到广泛的视觉概念。然后通过精调阶段利用少量高分辨率样本进一步提升检测性能
